Temp. Ambiente,Potência Gerada
25.13,437.8
11.58,466.42
20.21,448.79
16.64,459.0
8.86,478.88
19.72,458.59
8.27,485.31
30.19,431.25
20.06,455.99
13.16,465.6
24.01,443.81
9.78,480.59
16.85,472.63
15.12,463.78
24.45,449.22
9.14,481.46
26.02,440.12
21.46,457.28
13.18,469.35
5.79,487.4
13.56,466.33
11.95,467.91
9.15,474.26
28.96,429.48
21.23,453.95
10.73,477.23
6.1,491.37
25.5,444.26
29.1,435.97
22.58,448.32
19.53,451.19
20.07,450.46
24.96,433.4
21.08,443.51
12.54,470.04
6.64,484.03
16.78,471.24
25.56,442.2
14.02,470.48
29.45,437.82
28.97,430.98
6.11,482.97
28.53,438.17
31.71,441.15
32.45,429.81
30.53,430.2
15.02,456.04
24.91,435.96
22.21,440.14
24.51,447.46
18.9,451.5
28.51,438.28
27.88,439.33
24.33,441.2
20.36,452.28
11.15,477.79
21.16,455.86
30.47,444.39
31.68,434.61
19.8,461.78
32.33,427.84
18.67,447.16
29.42,437.75
27.84,431.37
22.59,444.6
10.38,465.9
8.32,479.69
30.34,431.18
12.38,470.46
11.23,476.04
24.19,446.3
30.17,438.89
28.5,435.7
14.78,460.54
11.48,478.34
9.59,478.88
20.42,447.85
20.76,447.07
13.53,474.7
34.4,430.87
33.6,428.62
6.03,488.57
28.62,437.52
19.72,464.54
11.54,465.61
19.39,452.57
9.59,474.74
12.31,475.65
23.61,441.57
7.61,475.55
18.51,448.39
7.53,479.15
10.5,468.01
24.99,439.2
6.15,494.3
30.54,431.35
13.44,469.67
31.27,430.32
16.13,465.25
30.97,425.35
15.37,460.02
21.25,455.72
14.89,470.19
6.65,482.9
30.26,425.71
33.71,431.99
8.6,480.82
29.0,432.65
10.02,479.63
28.75,437.94
37.11,429.25
30.06,435.02
30.68,438.68
30.08,434.95
6.98,484.19
29.17,432.07
21.93,443.89
15.11,467.82
25.68,433.92
30.44,429.34
20.36,445.67
26.47,439.4
13.9,471.16
21.81,441.85
9.08,481.46
32.31,430.15
27.96,435.93
9.23,481.29
25.66,446.05
19.2,455.2
24.81,444.89
24.1,449.79
28.33,431.27
19.53,449.59
29.37,434.2
24.44,430.3
31.35,439.81
28.98,438.45
21.05,447.45
25.03,438.24
14.78,463.75
25.24,438.99
16.7,456.18
16.44,458.49
25.18,432.88
23.51,454.06
20.56,458.97
26.63,440.95
27.4,426.18
26.91,443.6
23.75,445.22
27.79,435.06
27.41,445.02
7.98,481.93
11.98,477.56
27.1,430.87
12.93,469.83
18.91,456.12
26.9,432.95
14.36,460.42
8.81,482.52
18.36,458.47
11.48,472.9
25.92,432.0
11.01,477.3
26.31,432.89
9.99,471.6
12.84,475.59
21.07,446.05
17.7,455.5
14.36,462.25
24.0,447.16
12.17,463.03
19.58,449.44
25.73,437.07
23.85,441.66
26.45,433.44
20.95,450.39
21.29,445.37
14.32,460.02
19.65,444.9
28.09,436.94
33.87,435.89
13.72,455.52
9.47,479.68
32.19,425.21
18.73,450.74
6.09,485.96
24.43,436.5
25.24,433.86
26.26,430.79
26.15,439.11
7.77,479.4
27.92,442.87
31.62,439.09
12.47,467.18
31.41,430.37
32.63,432.79
21.97,448.91
22.68,443.86
10.82,473.23
32.37,430.35
10.89,478.23
25.45,430.2
10.91,470.91
6.75,483.77
21.36,456.85
23.45,454.92
4.04,486.86
15.4,469.18
25.54,443.55
22.61,441.2
8.62,482.99
13.84,462.46
21.31,440.97
28.54,439.28
20.35,447.64
24.54,446.26
5.84,482.1
26.47,433.89
10.79,479.64
18.3,456.32
28.79,432.51
23.07,444.22
31.25,432.22
18.16,463.69
25.06,437.27
26.71,439.33
26.45,436.89
18.67,454.47
10.29,479.58
5.52,492.39
23.41,454.68
29.91,434.93
19.92,459.39
26.85,444.39
23.59,448.09
22.72,448.56
20.3,451.86
17.0,458.94
8.89,483.82
12.61,461.37
28.9,427.41
5.49,490.84
12.91,466.05
9.45,475.49
27.47,431.11
5.79,489.6
21.92,443.31
27.07,442.71
20.6,451.44
30.73,426.79
26.31,440.06
19.98,457.54
21.31,451.96
11.48,478.53
23.33,436.33
14.05,465.74
10.06,477.68
6.86,490.23
28.87,435.57
24.83,442.2
10.42,470.81
27.51,440.81
23.97,441.53
27.22,436.81
11.54,482.34
21.44,454.5
25.1,447.27
22.84,442.72
26.03,449.54
18.9,449.32
11.75,470.44
27.37,433.34
17.73,453.94
20.01,457.01
7.89,483.82
11.53,469.04
13.46,467.4
13.74,471.11
13.77,468.45
20.25,453.81
10.75,474.71
11.77,478.51
9.29,473.51
15.15,468.64
16.96,458.1
27.01,439.81
12.74,463.96
5.21,486.08
8.18,478.81
20.13,453.49
31.54,433.02
19.79,451.37
14.96,467.16
9.0,468.5
16.47,461.54
16.0,458.46
25.42,437.06
9.27,480.29
6.85,483.12
30.49,438.09
4.81,479.8
29.93,430.75
21.93,440.76
13.35,473.17
32.44,434.97
11.8,469.55
24.4,447.73
21.92,446.71
8.27,479.16
7.0,483.06
20.74,452.99
12.58,473.02
24.22,449.11
18.43,458.75
12.52,463.22
19.18,444.56
13.51,464.86
26.38,434.02
11.65,476.4
10.31,474.16
15.37,463.35
29.89,438.24
31.53,438.71
6.25,484.26
29.09,443.27
12.0,473.68
18.61,454.21
16.34,466.24
28.12,448.72
12.64,465.78
26.1,446.05
8.07,467.56
27.5,430.9
28.44,433.21
28.31,429.57
22.72,453.13
22.79,448.91
17.08,457.81
15.6,457.49
22.07,444.01
24.16,443.75
14.93,463.2
11.99,469.23
16.85,460.84
24.82,440.88
21.67,440.16
18.06,461.27
30.05,427.55
18.36,453.5
32.02,426.55
24.61,437.01
8.41,484.34
8.94,477.62
22.57,443.58
9.92,469.65
26.51,440.22
24.93,455.39
24.43,441.4
12.28,468.0
9.75,474.31
10.94,476.32
25.37,441.76
23.82,445.0
9.26,460.72
24.57,432.41
29.55,430.98
27.37,439.15
11.83,473.31
22.32,441.87
5.8,481.6
25.41,436.59
24.89,436.39
18.12,453.29
28.14,435.35
12.0,474.4
15.62,467.95
11.29,473.74
17.99,451.38
4.87,482.22
19.25,451.08
11.74,473.84
13.43,475.36
25.33,434.68
19.26,467.72
17.89,451.79
30.57,438.49
7.45,485.6
24.03,438.08
8.03,488.02
28.06,431.7
10.06,471.86
9.68,473.73
26.38,432.25
10.84,474.49
7.05,476.75
13.34,461.12
24.39,443.65
24.26,438.6
8.23,474.52
13.15,462.3
31.35,430.16
22.88,447.14
25.44,444.61
27.79,427.67
21.99,446.96
13.35,474.68
28.63,427.35
12.78,468.67
8.37,476.02
11.93,474.57
21.03,450.64
27.2,442.54
26.93,434.1
12.76,466.15
8.55,481.44
14.66,465.73
10.36,472.62
21.54,440.8
14.02,465.87
12.35,476.88
25.89,445.17
22.05,447.95
32.06,426.07
24.55,447.3
27.23,427.39
24.29,449.98
30.4,438.43
26.5,431.23
10.42,472.54
15.79,458.09
15.79,465.62
30.3,431.57
25.58,447.16
12.36,468.37
10.56,478.02
30.01,425.75
14.91,458.99
15.9,464.03
8.91,478.38
26.88,440.13
14.78,471.17
30.95,430.47
17.9,452.28
13.96,468.82
29.85,432.26
14.07,456.71
25.26,442.76
10.07,471.71
15.66,467.57
6.25,481.38
27.71,435.04
12.75,465.44
21.44,446.17
32.98,440.28
27.54,430.72
11.68,474.8
8.02,479.53
19.15,468.8
18.53,440.64
30.82,432.22
22.9,438.62
22.18,452.31
3.69,490.78
19.89,453.09
23.36,436.39
13.58,467.15
25.88,445.65
6.57,487.94
10.51,474.24
26.14,433.25
13.31,462.87
14.01,469.23
8.64,482.15
24.88,434.85
23.28,444.17
25.6,441.88
27.0,434.94
25.69,436.36
20.77,450.32
12.45,474.73
27.32,431.33
25.51,433.02
17.45,454.67
24.4,440.64
18.98,454.6
9.48,478.66
12.04,464.45
26.11,445.36
25.28,432.26
27.46,439.72
12.42,469.59
32.49,435.43
26.16,453.08
23.39,444.03
21.12,456.92
19.94,448.67
26.15,441.23
13.93,470.39
12.87,475.77
28.29,430.93
7.78,484.65
21.11,453.28
23.97,447.44
25.71,444.35
24.7,454.42
10.32,479.17
11.46,477.99
10.53,475.96
21.91,450.23
25.35,438.17
22.77,437.9
22.28,437.85
18.94,455.19
6.92,483.61
23.07,446.19
13.89,470.88
14.13,467.08
7.4,484.29
6.17,483.77
10.8,462.84
32.77,433.84
29.56,432.85
31.05,441.67
8.85,486.4
31.15,431.37
28.18,426.79
10.24,479.78
28.38,432.02
15.46,461.2
19.97,450.06
28.36,434.54
15.09,468.8
10.72,474.64
16.37,461.15
24.66,445.41
26.44,444.78
6.3,481.49
23.56,443.02
8.73,474.44
14.49,468.4
20.26,448.4
13.56,475.89
29.01,430.26
19.78,456.84
19.24,452.64
8.36,487.79
27.08,441.16
9.3,477.02
6.29,485.8
21.33,451.95
14.55,458.82
24.54,445.11
24.28,432.47
23.45,442.48
5.62,483.13
20.82,454.62
6.06,480.74
21.24,444.0
18.32,454.46
9.44,471.32
17.36,466.36
26.95,430.07
21.0,451.89
29.36,434.29
14.84,464.85
27.21,436.47
25.44,436.67
30.84,432.03
20.55,448.83
12.27,467.1
24.49,441.8
26.65,431.47
21.46,444.12
27.24,430.94
19.86,462.86
34.48,433.94
25.16,444.98
18.93,450.14
10.55,473.6
21.86,442.79
25.57,444.81
13.73,459.6
14.26,465.22
31.28,429.29
27.08,439.47
11.87,468.47
31.92,430.07
25.42,438.24
26.08,438.61
16.88,463.81
27.75,430.33
27.37,432.14
22.74,447.85
27.17,435.22
18.99,457.55
27.19,437.92
27.46,432.64
16.66,463.39
26.39,442.22
14.31,465.36
12.1,462.28
11.56,477.71
10.34,480.84
20.76,447.67
12.09,469.29
7.68,483.8
22.78,452.03
15.42,469.33
21.08,453.87
7.25,477.45
28.25,439.67
29.82,433.31
14.55,454.14
21.88,444.39
31.07,432.96
23.08,448.61
19.95,453.03
21.89,447.74
30.11,432.33
15.1,466.14
16.59,465.03
14.71,462.87
18.15,456.32
12.24,474.18
7.71,482.78
28.15,431.83
25.11,441.51
26.82,436.36
20.58,467.76
25.04,433.83
29.56,437.93
18.92,453.72
14.72,467.11
22.76,451.7
25.74,441.9
10.34,474.08
14.64,462.64
9.41,480.87
4.96,481.88
32.73,434.32
9.11,480.74
21.52,449.08
19.39,456.25
26.99,436.95
30.68,435.4
31.23,439.14
14.24,466.2
9.31,482.55
16.1,471.46
21.33,442.44
17.4,457.59
10.59,470.96
29.42,434.66
18.48,452.06
26.91,434.24
9.59,479.96
25.01,447.12
22.71,441.24
26.55,438.95
13.78,467.6
28.32,436.31
23.49,437.01
22.76,448.73
24.96,442.36
20.31,449.54
14.57,464.58
27.17,437.06
18.96,454.35
29.23,428.87
16.49,467.48
20.08,461.07
31.41,439.3
12.12,462.1
25.32,451.52
20.21,447.06
10.67,481.83
22.44,452.71
17.81,471.0
20.85,449.57
18.34,453.01
29.6,430.55
9.68,475.51
28.69,431.36
24.47,445.37
19.6,456.57
17.57,453.3
26.21,439.55
8.68,478.61
24.94,443.48
20.58,445.03
17.79,459.13
22.71,445.1
25.53,445.59
26.7,438.92
27.43,442.71
30.26,429.27
29.08,435.57
22.64,448.13
23.75,441.61
15.6,463.34
28.55,432.59
29.86,439.44
15.63,465.28
7.79,477.26
30.06,436.89
10.12,477.73
10.86,476.87
26.37,428.5
23.05,442.39
25.89,442.12
22.77,436.75
21.5,460.2
11.01,476.69
13.53,471.73
25.91,443.2
13.93,468.88
9.96,475.91
18.25,456.25
22.59,436.69
24.99,443.12
23.78,443.79
10.31,479.64
15.25,463.93
22.49,448.51
14.04,468.64
20.65,447.35
24.79,440.05
19.7,450.48
15.48,467.06
11.09,464.81
27.22,440.85
26.64,438.67
15.21,468.18
31.85,435.94
12.54,461.08
14.17,470.68
11.48,464.07
14.87,467.01
29.5,439.43
25.77,439.98
25.99,432.41
18.8,459.85
21.23,450.92
25.09,453.58
23.54,434.45
13.71,466.06
12.6,475.42
21.19,447.06
25.21,439.01
25.87,445.87
29.48,433.53
11.62,477.75
14.57,464.11
9.73,469.11
24.25,443.8
19.44,452.89
13.32,465.57
30.57,437.62
26.88,434.77
13.93,469.25
28.56,437.45
27.26,434.88
12.68,464.93
17.03,460.48
16.66,466.07
14.07,467.47
12.41,468.14
6.06,489.62
7.79,471.82
26.8,431.18
14.68,458.51
27.3,440.01
8.99,478.95
21.39,452.7
27.37,435.64
25.02,444.7
6.8,477.8
11.01,474.2
27.91,440.53
16.52,469.13
29.23,437.95
25.91,432.07
15.55,457.53
32.67,425.75
11.1,462.07
21.89,459.45
32.48,438.17
9.99,473.64
18.87,455.22
20.77,455.02
6.61,483.88
31.53,431.84
12.93,474.88
12.38,467.55
32.2,437.35
7.65,491.1
15.51,465.85
13.26,473.44
21.16,435.71
21.61,451.02
13.95,465.24
27.97,443.34
26.63,442.0
24.2,449.03
8.23,484.67
21.06,455.22
16.02,455.48
23.15,435.62
24.44,434.34
26.19,440.13
20.09,449.47
26.71,432.64
10.63,474.81
26.14,428.91
25.9,439.36
15.93,457.92
13.09,470.14
21.47,444.02
13.57,472.04
22.32,446.62
22.08,458.74
32.13,436.3
18.32,460.27
10.18,473.31
23.07,437.08
15.16,460.03
12.24,473.22
31.04,441.56
32.34,433.07
13.97,461.96
26.24,447.91
13.82,454.88
9.55,480.74
16.9,460.57
24.47,446.93
11.6,474.99
21.47,447.42
4.15,489.8
26.45,438.36
33.6,430.32
16.2,467.89
23.73,441.78
27.45,437.37
33.42,427.66
28.91,439.94
26.51,435.52
5.66,475.54
17.99,462.2
10.77,479.22
10.03,475.42
8.69,484.55
17.67,466.31
9.98,466.05
31.87,429.41
15.74,463.24
22.49,447.48
32.21,430.06
25.4,432.58
10.87,472.63
23.55,449.54
27.29,437.26
19.36,454.5
10.2,468.27
11.03,470.17
8.97,474.61
8.48,480.63
26.56,442.74
30.65,432.08
6.44,490.57
21.6,446.4
19.46,466.24
12.19,472.68
23.92,445.26
27.11,435.79
23.73,442.22
28.36,441.08
24.38,440.85
23.07,444.08
15.07,464.37
29.58,435.47
25.39,436.5
14.79,463.22
10.61,471.26
19.12,463.71
20.23,445.82
29.03,434.11
15.72,466.33
20.72,447.89
17.54,453.02
27.71,433.01
6.4,488.82
24.49,441.4
15.98,462.77
28.85,435.13
21.23,443.87
27.78,436.5
25.27,436.33
30.46,432.45
26.13,441.28
25.95,438.46
13.66,467.7
17.79,454.4
20.1,444.71
23.21,442.47
29.23,439.61
20.16,453.36
24.21,433.42
26.13,441.6
19.07,453.09
9.68,476.67
16.18,460.81
11.57,474.72
23.24,440.78
5.02,485.28
22.27,442.24
34.51,439.8
2.71,489.3
12.93,472.42
28.75,435.33
10.03,471.07
13.33,471.23
23.29,442.11
9.43,475.8
24.97,443.7
8.95,475.43
10.59,471.38
29.33,443.15
11.42,477.5
27.66,439.18
13.45,464.88
27.76,439.03
23.96,446.01
13.04,467.44
8.91,481.59
24.22,452.2
29.71,428.49
21.96,441.15
26.85,438.26
22.91,448.01
28.37,437.64
9.04,473.57
28.23,435.76
28.84,436.42
31.25,432.25
13.04,473.49
17.48,458.34
26.78,433.25
20.51,445.96
19.8,446.03
14.39,463.65
26.35,447.26
7.87,485.61
27.56,439.64
33.76,429.83
23.74,449.48
16.68,456.29
13.58,472.17
21.99,456.65
23.68,440.44
16.73,460.54
11.12,470.82
10.45,477.41
6.38,492.96
5.19,482.46
14.66,461.46
23.49,442.76
24.31,449.88
16.57,452.84
14.43,467.45
15.34,457.1
9.75,473.41
26.05,452.41
10.5,482.85
9.87,470.9
24.31,442.69
24.67,444.57
24.18,434.5
27.53,429.05
15.21,458.84
31.16,425.82
20.15,449.84
17.51,453.2
25.56,445.01
8.51,481.02
8.96,467.24
27.14,431.96
29.23,438.92
28.97,438.08
5.21,486.46
13.69,470.76
18.34,460.58
24.01,453.12
25.54,428.74
25.5,442.28
29.07,439.8
14.38,473.41
25.89,434.67
22.66,444.41
17.29,467.23
13.43,469.33
13.94,468.06
24.31,440.79
28.45,439.86
11.67,473.54
26.09,439.82
27.66,438.57
8.01,475.42
24.22,440.79
14.77,460.54
22.73,460.2
8.95,479.14
16.8,461.96
21.8,450.25
25.28,454.01
23.19,442.45
19.27,447.63
25.87,445.79
14.27,470.98
15.66,452.58
30.16,434.43
13.42,472.57
22.49,437.01
27.2,440.13
27.08,442.91
23.5,445.09
12.88,466.92
30.05,436.82
24.76,443.04
21.51,448.65
25.05,442.93
30.81,430.53
7.57,481.98
25.23,442.64
10.93,479.83
25.08,446.9
13.44,461.44
16.05,463.72
18.49,460.76
20.85,450.07
15.72,456.33
12.93,471.3
10.15,474.87
26.12,434.11
15.97,456.91
25.6,436.7
27.77,444.06
15.63,472.15
9.44,473.61
30.63,430.27
17.68,454.18
23.16,451.79
27.52,444.83
7.97,483.3
17.62,457.45
25.8,450.48
22.33,436.74
28.94,434.65
26.72,444.68
27.58,435.34
26.94,431.19
17.74,450.44
11.91,476.71
7.46,484.13
18.34,457.17
25.18,438.72
25.71,438.16
24.48,441.07
8.87,472.45
23.51,435.78
13.3,465.61
11.69,472.76
25.06,434.55
20.6,443.76
25.79,435.51
10.29,481.7
26.06,451.47
25.8,435.2
31.14,436.64
22.01,451.84
26.05,449.82
17.82,453.83
20.76,442.82
11.64,477.52
16.33,462.44
10.23,473.59
23.35,456.3
7.7,484.57
22.06,441.31
17.14,461.21
27.75,433.08
14.58,468.43
10.86,473.75
7.87,480.54
30.96,437.61
19.55,466.4
20.26,448.1
11.61,473.08
21.92,452.49
14.22,464.06
29.77,430.65
25.96,445.26
27.78,430.33
22.49,449.64
30.34,437.26
23.78,439.83
9.06,478.01
27.51,437.09
30.76,439.32
13.86,469.94
30.98,439.39
31.01,442.07
16.58,457.8
26.01,435.78
32.42,439.01
27.96,442.49
22.73,441.75
15.65,461.94
18.22,454.66
23.05,449.98
22.95,438.83
24.34,440.63
17.44,465.72
22.69,446.43
21.31,445.17
26.46,448.83
26.06,444.55
12.24,464.7
3.95,488.64
31.74,436.17
27.01,434.09
28.73,434.15
24.34,445.33
13.0,477.71
18.62,451.94
31.16,428.35
21.75,444.19
28.71,435.95
23.7,436.28
14.41,465.89
23.83,447.95
29.3,431.07
23.38,446.18
19.95,458.72
9.68,479.56
30.27,430.22
25.82,434.35
24.54,444.93
19.82,456.36
24.9,427.77
18.83,449.63
22.99,449.4
14.28,467.44
24.2,439.13
22.91,441.24
14.16,473.22
21.46,453.67
25.95,443.88
10.36,478.27
27.0,432.79
8.14,477.05
20.86,444.5
25.82,440.8
27.25,431.44
10.11,483.56
23.99,449.4
21.55,464.44
13.18,465.96
9.26,478.82
26.3,441.94
10.18,476.91
22.84,433.85
20.36,454.25
10.33,479.32
20.46,454.06
26.0,433.5
13.16,475.87
21.39,447.77
14.82,465.73
14.38,462.98
9.27,475.42
26.58,438.66
13.85,462.39
24.58,437.16
20.57,451.88
18.26,457.03
20.45,444.69
22.25,451.04
19.82,447.36
19.93,450.57
28.97,435.22
23.53,436.69
4.47,487.43
16.27,453.66
22.32,439.49
35.77,430.14
14.42,461.14
31.2,428.67
29.16,435.04
19.34,454.59
25.31,439.72
11.66,471.3
17.16,453.76
22.11,448.15
23.35,439.82
17.67,465.06
24.11,432.62
9.03,478.95
20.2,454.09
10.95,474.07
6.92,483.83
23.36,440.51
16.63,460.29
15.36,464.12
9.15,475.64
28.61,432.94
12.45,473.63
29.25,430.45
25.24,442.75
11.98,470.02
12.62,471.55
24.14,433.92
24.3,440.56
22.49,451.87
28.77,437.93
7.21,482.26
24.13,460.38
28.14,443.11
28.04,436.37
21.18,442.51
6.84,484.09
26.92,437.62
33.83,428.12
11.81,477.22
10.28,479.66
6.72,485.89
10.02,476.83
8.64,473.55
20.45,454.26
20.01,453.96
31.61,439.19
14.69,463.52
26.89,442.39
24.41,435.56
16.36,461.62
14.08,475.15
17.32,468.8
10.38,481.3
11.6,473.89
19.54,455.86
17.5,462.57
6.04,480.39
7.28,483.0
23.45,440.24
16.75,464.18
24.01,436.32
26.67,439.13
11.57,469.64
27.33,443.89
14.51,465.09
18.1,454.04
33.58,433.75
30.04,437.95
23.91,455.41
15.27,464.49
13.41,466.38
29.95,433.13
27.0,437.22
24.56,442.76
18.84,454.47
22.7,449.75
23.21,440.46
14.54,470.19
26.45,433.16
1.81,490.55
22.95,434.41
8.88,478.7
13.44,474.79
8.83,478.45
15.57,463.47
16.69,460.51
22.53,449.43
18.55,450.23
22.81,452.89
30.13,431.0
14.04,469.75
12.14,465.08
25.18,442.42
7.82,475.66
22.2,445.29
26.42,438.54
9.29,482.55
29.31,435.57
19.24,449.26
27.22,437.24
10.09,471.15
30.47,427.94
24.85,434.47
17.75,459.43
26.09,445.88
12.21,475.06
21.5,442.71
9.18,480.49
24.66,438.01
18.56,444.9
25.14,430.89
12.08,467.54
18.88,456.18
26.59,439.77
10.42,479.24
13.03,474.02
29.43,434.6
27.86,439.49
24.73,439.99
20.74,449.91
9.41,492.88
19.33,456.54
25.04,433.1
19.35,454.02
14.72,464.93
26.88,440.84
20.72,449.76
9.0,483.26
25.45,441.65
13.23,465.26
30.88,433.14
23.32,436.26
25.15,447.91
19.67,444.87
6.92,486.36
14.74,465.49
22.7,436.7
13.85,471.45
31.59,429.96
17.27,461.31
27.49,435.29
26.71,438.72
23.25,444.23
30.13,441.78
26.53,438.54
12.02,477.74
13.77,471.38
26.97,439.61
25.76,437.0
14.43,464.6
21.03,444.53
24.45,445.8
15.43,467.21
17.48,455.35
23.96,449.23
25.77,433.45
25.52,435.48
14.52,470.8
24.8,436.17
30.8,432.24
7.9,474.5
10.25,481.94
30.97,431.58
10.7,484.94
32.83,427.36
11.35,466.55
21.28,444.56
12.9,467.41
16.47,459.69
31.18,431.58
21.92,449.65
9.46,479.06
7.29,478.19
24.05,442.16
11.75,475.35
28.82,436.71
5.3,484.42
14.17,471.42
21.63,445.93
12.62,465.68
6.94,485.12
24.73,446.92
14.94,466.73
16.88,462.7
10.7,475.08
25.21,454.64
12.51,463.79
30.7,432.51
24.61,438.51
22.4,449.13
5.98,488.85
20.06,451.81
12.7,467.77
11.42,490.02
24.23,440.65
29.91,437.63
22.87,442.27
23.79,443.19
17.4,468.01
27.21,442.37
10.23,479.48
26.54,432.56
32.46,427.87
21.31,459.84
13.4,472.36
31.87,435.66
26.05,439.96
24.4,438.76
11.88,465.47
11.3,476.72
16.83,455.64
19.72,449.33
30.74,437.81
6.9,471.43
7.7,482.79
19.18,448.26
24.26,438.79
5.66,485.18
14.97,458.68
14.96,461.97
13.9,466.24
22.97,466.7
32.91,434.03
26.56,443.66
14.76,461.16
12.5,474.4
5.89,479.86
25.11,442.34
16.73,467.08
6.93,479.06
24.01,444.1
10.33,473.16
10.04,474.61
7.73,483.94
30.24,441.31
10.35,477.14
23.19,446.44
24.55,443.39
29.01,430.61
12.04,465.36
29.85,436.46
22.19,440.75
10.02,482.47
28.09,438.6
22.36,442.53
30.7,433.4
7.06,487.71
14.07,462.69
10.58,477.18
20.59,453.83
22.06,453.5
31.61,436.67
19.98,454.89
11.02,468.09
8.34,483.14
14.69,467.39
14.84,466.2
7.67,480.06
16.76,457.0
18.21,454.25
7.85,478.68
17.81,470.97
9.23,481.08
30.2,425.21
28.86,427.01
26.05,450.86
17.46,469.63
25.65,444.01
26.81,435.56
10.3,471.58
30.07,426.35
16.25,456.49
31.09,430.3
9.06,473.37
21.4,445.2
7.68,479.16
30.26,430.51
15.93,468.8
23.25,437.18
10.59,480.83
18.86,446.7
27.97,432.18
30.17,430.3
15.19,470.41
13.88,471.39
11.26,489.66
25.36,440.25
21.17,444.5
30.62,429.01
27.41,429.21
11.82,476.21
32.41,426.85
12.59,471.32
27.81,437.02
25.1,429.7
15.29,464.25
16.37,464.69
27.63,432.46
21.11,442.68
30.66,439.55
14.57,463.58
10.92,467.05
16.23,457.9
26.85,429.97
33.5,433.19
17.85,456.49
7.54,481.56
23.39,449.27
18.03,456.55
10.95,473.2
18.0,450.85
17.46,462.52
11.88,470.06
10.11,476.8
26.36,451.81
16.41,451.93
18.81,457.85
26.44,440.43
20.6,466.2
29.32,438.09
19.15,451.09
21.09,444.75
34.1,437.65
20.02,454.21
12.97,476.28
28.31,440.96
28.31,436.75
19.29,449.28
12.09,474.35
31.12,431.92
13.94,466.54
27.59,437.49
11.68,475.47
13.8,468.8
9.82,471.96
26.92,434.64
23.66,447.06
12.34,468.52
23.81,449.58
20.54,451.95
14.79,456.97
18.28,458.59
26.9,434.1
21.83,452.21
21.85,454.26
7.95,486.14
16.09,463.64
13.72,467.05
9.56,481.24
16.24,467.69
31.91,425.28
7.73,482.39
28.35,429.21
19.6,456.06
14.13,467.84
16.84,437.14
14.76,464.14
28.43,433.05
23.71,458.59
19.44,444.9
22.78,435.46
32.84,431.97
18.06,459.14
16.41,457.94
10.05,469.03
24.06,438.85
8.63,475.79
29.77,432.69
9.2,479.82
20.18,462.8
16.26,462.54
15.0,467.71
4.0,490.79
17.47,449.41
4.78,481.47
25.33,433.43
7.03,486.91
31.33,438.49
6.76,484.85
4.61,492.85
23.21,439.66
23.28,449.27
5.95,479.2
3.21,492.93
28.5,431.7
12.93,472.57
21.04,439.53
23.84,446.54
18.79,458.75
13.83,462.6
32.78,438.77
24.79,440.05
5.49,487.36
21.67,443.82
12.02,465.82
10.46,481.47
16.0,457.12
29.35,430.22
20.92,437.96
32.39,431.17
11.57,473.94
19.13,453.31
30.57,437.42
8.27,484.97
18.43,452.65
29.79,428.71
24.7,442.98
13.57,464.23
28.28,439.65
32.07,429.31
19.1,462.28
22.69,444.26
27.44,452.0
9.81,469.64
26.05,440.75
25.96,432.93
13.79,469.55
20.13,453.47
13.99,472.55
23.0,451.39
20.37,454.47
19.16,449.51
10.8,479.32
19.12,453.24
14.46,459.31
17.75,452.02
33.15,428.89
32.16,429.64
32.66,425.17
24.34,440.67
31.93,425.14
9.18,475.57
28.57,437.41
16.63,458.29
17.25,462.8
32.06,432.47
19.72,458.07
10.22,479.01
21.78,443.24
16.34,448.59
10.29,480.62
13.5,468.85
13.88,464.37
31.26,430.36
13.55,474.59
12.8,466.95
26.96,441.12
11.49,472.45
12.27,473.84
30.95,431.77
13.7,468.79
30.28,433.45
8.61,477.13
27.18,439.69
19.8,456.64
12.88,474.58
14.19,467.14
15.15,466.78
28.8,439.65
6.69,483.01
26.43,444.74
20.13,459.15
14.24,468.51
15.92,458.68
30.74,428.92
16.55,460.59
16.39,463.99
19.73,457.46
14.62,461.88
10.12,476.03
26.1,446.49
11.23,475.04
27.24,432.36
21.48,450.88
27.52,438.51
13.74,465.24
18.65,449.55
17.38,459.02
15.25,468.76
8.04,477.78
26.59,439.72
8.49,483.94
25.15,440.1
22.02,451.92
23.23,441.5
7.78,488.54
12.93,473.09
6.87,491.4
30.35,434.62
25.89,440.92
8.11,483.52
26.22,440.17
12.64,468.78
27.89,432.83
21.11,457.89
13.51,463.86
25.07,438.55
26.53,446.17
16.13,459.47
31.4,425.91
22.65,445.36
10.22,478.45
22.72,449.04
25.77,449.65
13.6,470.69
29.59,434.85
14.09,468.09
13.67,467.62
14.94,462.67
14.77,470.21
20.77,442.82
12.75,475.09
16.34,463.29
14.24,471.0
10.11,479.83
23.38,442.83
21.97,448.8
17.66,452.03
5.53,484.64
23.48,437.19
11.91,470.07
10.17,470.33
21.96,451.58
23.63,438.21
32.28,433.42
30.08,432.1
30.25,432.05
29.8,437.85
16.58,452.95
16.98,458.93
29.83,439.34
6.13,483.8
15.85,462.88
13.27,473.88
29.09,433.29
18.96,451.2
18.22,469.27
19.07,456.37
24.02,441.57
24.35,438.4
16.82,468.22
23.79,435.49
25.48,447.85
23.56,448.04
15.09,463.27
18.77,454.53
18.64,451.3
9.77,477.56
26.43,441.01
4.95,485.67
10.39,476.49
